,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
8534,209,0.6061832936197373,0.14042544087726913,No Imputation,0.7,mean,all,rbf,0.01,4,0.1
3034,210,0.6063627867442081,0.08532426456192857,KNN Imputation,0.85,most_frequent,wk_9_10,poly,0.01,4,1
1959,211,0.6064268396611536,0.1287042500046922,KNN Imputation,0.85,mean,all,rbf,0.01,5,0.1
8791,212,0.6064377999976516,0.18347585759123441,No Imputation,0.85,most_frequent,all,rbf,0.01,2,0.01
5978,213,0.6065708092266278,0.17326503659806342,KNN Imputation,0.7,mean,wk_9_10,poly,0.1,2,1000
1997,214,0.6065874127726606,0.36922430680740387,KNN Imputation,0.6,mean,all,rbf,0.01,3,10
7947,215,0.6067034022530968,0.2338907637736571,KNN Imputation,0.7,most_frequent,all,rbf,0.01,4,100
9754,216,0.6073572712121247,0.34700065444624084,No Imputation,0.9,median,wk_10,poly,1,4,100
566,217,0.6074451454459642,0.21215661358181814,KNN Imputation,0.9,most_frequent,all,rbf,0.01,5,10
2975,218,0.6076292747111232,0.10513332949963605,KNN Imputation,0.7,most_frequent,wk_10,poly,100,2,1
2501,219,0.6078981284063341,0.12151757500124913,KNN Imputation,0.8,most_frequent,wk_10,rbf,0.1,2,1
77,220,0.6079497279682954,0.1306601600416703,KNN Imputation,0.85,median,wk_10,poly,1,5,10
5652,221,0.6081747275958022,0.19022247368846176,No Imputation,0.7,most_frequent,all,rbf,0.01,6,1
1301,222,0.6082832287374282,0.22904961687675512,KNN Imputation,0.95,mean,wk_10,poly,0.1,2,100
9531,223,0.6083422255887564,0.23940486531653557,No Imputation,0.9,most_frequent,all,rbf,0.01,5,10
4663,224,0.6089633381369005,0.311751555587693,No Imputation,0.7,most_frequent,all,rbf,0.01,4,10
867,225,0.6091075364924405,0.07552126377701743,KNN Imputation,0.9,most_frequent,wk_10,poly,0.1,3,0.1
811,226,0.6091387180380464,0.26193566252708417,No Imputation,0.6,median,all,rbf,0.01,4,10
1867,227,0.6091573195192962,0.1350224991728192,KNN Imputation,0.95,median,wk_10,poly,0.01,4,0.1
6073,228,0.6091972933185332,0.13422295757419025,KNN Imputation,0.8,most_frequent,wk_10,poly,1,5,0.1
6474,229,0.6094339960671171,0.1483881207297996,No Imputation,0.85,most_frequent,wk_10,rbf,0.1,6,10
4804,230,0.6096946968344118,0.24954004782684355,KNN Imputation,0.6,mean,all,rbf,0.01,6,100
103,231,0.6100636199011713,0.09330813739787358,KNN Imputation,0.9,median,wk_9_10,linear,0.01,4,100
7506,232,0.6102210702665611,0.15119748680396258,KNN Imputation,0.6,mean,wk_10,poly,0.1,3,100
925,233,0.6102359865945424,0.08601187094599749,KNN Imputation,0.95,most_frequent,wk_9_10,poly,0.01,6,1
6459,234,0.61023834908425,0.15809091371016726,KNN Imputation,0.85,most_frequent,wk_10,rbf,0.1,5,100
275,235,0.6103818765201812,0.1097166815685088,KNN Imputation,0.7,most_frequent,wk_10,rbf,0.01,4,1
