,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
3803,136,-0.6138910814652665,0.2321299424072858,0.85,median,wk_10,rbf,0.01,2,100
4151,137,-0.6139625496758387,0.1092693844847508,0.85,median,wk_9_10,linear,100,6,0.1
1339,138,-0.6142659758769242,0.10853331727183016,0.7,median,wk_10,poly,10,6,100
5379,139,-0.614534356877497,0.1394739564947922,0.6,most_frequent,wk_10,linear,0.1,4,100
477,140,-0.6146203680547362,0.2661453378545736,0.95,most_frequent,wk_10,rbf,0.01,6,1
2396,141,-0.6154383144100064,0.15383527904570768,0.7,median,wk_9_10,linear,100,2,0.1
7462,142,-0.6155165679073986,0.09015427239050106,0.85,median,wk_9_10,linear,0.1,3,1000
6327,143,-0.6161709850790758,0.130771693803176,0.7,mean,wk_9_10,poly,10,2,0.1
2083,144,-0.6163601392140576,0.12437808498534222,0.95,most_frequent,wk_9_10,linear,10,2,1
3104,145,-0.6167498591811008,0.12046268267923811,0.95,most_frequent,wk_9_10,linear,0.1,4,10
1459,146,-0.6167569755303306,0.13940703253264056,0.95,most_frequent,wk_9_10,linear,10,5,1000
369,147,-0.6168634199981897,0.1652722492316692,0.6,median,wk_10,poly,0.01,6,100
9110,148,-0.6169546622554322,0.11311644322236133,0.6,most_frequent,wk_9_10,linear,1,3,100
669,149,-0.617009468804121,0.10352832268750853,0.8,median,wk_10,linear,1,5,1
252,150,-0.6170294876174391,0.16801509780416846,0.7,most_frequent,wk_9_10,linear,1,4,0.1
4827,151,-0.6171472915664634,0.15159069007512094,0.85,median,wk_10,poly,10,3,1
5742,152,-0.6173799827677453,0.17247052519468764,0.6,most_frequent,wk_9_10,linear,0.01,2,0.1
6502,153,-0.617768659961537,0.14003748977344446,0.85,most_frequent,wk_9_10,linear,0.1,5,0.1
6662,154,-0.6178887932410356,0.14575609060816883,0.95,most_frequent,wk_9_10,linear,100,2,0.1
5404,155,-0.6179101378614813,0.14484454030197497,0.9,median,wk_10,linear,10,3,0.1
9191,156,-0.6179222935477113,0.08533957078329825,0.6,most_frequent,wk_9_10,linear,1,6,100
8820,157,-0.6179771642730298,0.2345069458043034,0.8,most_frequent,wk_10,rbf,0.01,2,1
603,158,-0.6181399077427797,0.11772675306287618,0.7,most_frequent,wk_9_10,linear,0.01,5,1
5278,159,-0.6185981103714122,0.07525416385540877,0.85,most_frequent,wk_9_10,linear,0.1,4,1
1471,160,-0.6190736840031492,0.12984271184192953,0.8,most_frequent,wk_9_10,linear,0.1,6,0.1
9864,161,-0.6191544329820284,0.14606677395541917,0.85,most_frequent,wk_10,linear,0.01,3,1000
5556,162,-0.6194501306342721,0.08494252434541388,0.7,mean,wk_10,poly,100,2,1
9676,163,-0.6194592938341901,0.15344840488391656,0.7,median,wk_9_10,linear,0.01,3,0.1
2757,164,-0.6198501466184355,0.07778339909161713,0.95,median,wk_9_10,poly,0.01,2,10
7072,165,-0.6201641565815754,0.17830553649994588,0.95,most_frequent,wk_10,linear,1,2,0.1
5961,166,-0.6205438295045896,0.11016479525541144,0.8,most_frequent,wk_9_10,linear,10,6,0.1
1309,167,-0.6205948429875656,0.10559704846916491,0.95,median,wk_10,linear,0.1,6,0.1
